name,cell,image,stem,Adams filtration,weight,Adams-Novikov filtration,h1target,h2target,h3target,theta2,theta3,theta4,theta5
v1^2[4-3],B,v1^2[4-3],36,6,20,4,v1^16[5-0],,v1^16v2^1[5-0],,,,v1^2[5-24]+v1^44v2^1[5-0]
v1^13v2^1[4-0],T,v1^12v2^1[5-0],36,17,20,4,v1^13v2^1[5-0]+v1^16[5-0],,v1^16v2^1[5-0],,,,
v1^16[4-0],B,v1^16[4-0],36,20,20,4,v1^16[5-0],,v1^16v2^1[5-0],,,,
[6-4],B,[6-4],36,6,21,6,[7-2],,v2^1[7-2],,,,
v1^1v2^1[6-2],T,v2^1[7-1],36,7,21,6,v1^1v2^1[7-1]+v1^12v2^1[7-0],,,v1^3[7-2]+v1^18[7-0],,,v1^1v2^1[7-18]+v1^43v2^1[7-0]
v1^12v2^1[6-0],B,v1^12v2^1[6-0],36,19,21,6,v1^12v2^1[7-0],,,,,,
v1^15[6-0],T,v1^14[7-0],36,20,21,6,v1^15[7-0],,v1^15v2^1[7-0],,,,
v1^11v2^1[8-0],T,v1^10v2^1[9-0],36,19,22,8,v1^11v2^1[9-0]+v1^14[9-0],,v1^14v2^1[9-0],,,,
v1^14[8-0],B,v1^14[8-0],36,22,22,8,v1^14[9-0],,v1^14v2^1[9-0],,,,
v1^10v2^1[10-0],B,v1^10v2^1[10-0],36,21,23,10,v1^10v2^1[11-0],,,,,,
v1^13[10-0],T,v1^12[11-0],36,22,23,10,v1^13[11-0],,v1^13v2^1[11-0],,,,
v1^9v2^1[12-0],T,v1^8v2^1[13-0],36,21,24,12,v1^9v2^1[13-0]+v1^12[13-0],,v1^12v2^1[13-0],,,,
v1^12[12-0],B,v1^12[12-0],36,24,24,12,v1^12[13-0],,v1^12v2^1[13-0],,,,
v1^8v2^1[14-0],B,v1^8v2^1[14-0],36,23,25,14,v1^8v2^1[15-0],,,,,,
v1^11[14-0],T,v1^10[15-0],36,24,25,14,v1^11[15-0],,v1^11v2^1[15-0],,,,
v1^7v2^1[16-0],T,v1^6v2^1[17-0],36,23,26,16,v1^7v2^1[17-0]+v1^10[17-0],,v1^10v2^1[17-0],,,,
v1^10[16-0],B,v1^10[16-0],36,26,26,16,v1^10[17-0],,v1^10v2^1[17-0],,,,
v1^6v2^1[18-0],B,v1^6v2^1[18-0],36,25,27,18,v1^6v2^1[19-0],,,,,,
v1^9[18-0],T,v1^8[19-0],36,26,27,18,v1^9[19-0],,v1^9v2^1[19-0],,,,
v1^5v2^1[20-0],T,v1^4v2^1[21-0],36,25,28,20,v1^5v2^1[21-0]+v1^8[21-0],,v1^8v2^1[21-0],,,,
v1^8[20-0],B,v1^8[20-0],36,28,28,20,v1^8[21-0],,v1^8v2^1[21-0],,,,
v1^4v2^1[22-0],B,v1^4v2^1[22-0],36,27,29,22,v1^4v2^1[23-0],,,,,,
v1^7[22-0],T,v1^6[23-0],36,28,29,22,v1^7[23-0],,v1^7v2^1[23-0],,,,
v1^3v2^1[24-0],T,v1^2v2^1[25-0],36,27,30,24,v1^3v2^1[25-0]+v1^6[25-0],,v1^6v2^1[25-0],,,,
v1^6[24-0],B,v1^6[24-0],36,30,30,24,v1^6[25-0],,v1^6v2^1[25-0],,,,
v1^2v2^1[26-0],B,v1^2v2^1[26-0],36,29,31,26,v1^2v2^1[27-0],,,,,,
v1^5[26-0],T,v1^4[27-0],36,30,31,26,v1^5[27-0],,v1^5v2^1[27-0],,,,
v1^1v2^1[28-0],T,v2^1[29-0],36,29,32,28,v1^1v2^1[29-0]+v1^4[29-0],,v1^4v2^1[29-0],,,,
v1^4[28-0],B,v1^4[28-0],36,32,32,28,v1^4[29-0],,v1^4v2^1[29-0],,,,
v2^1[30-0],B,v2^1[30-0],36,31,33,30,v2^1[31-0],,,,,,
v1^3[30-0],T,v1^2[31-0],36,32,33,30,v1^3[31-0],,v1^3v2^1[31-0],,,,
v1^2[32-0],B,v1^2[32-0],36,34,34,32,v1^2[33-0],,v1^2v2^1[33-0],,,,
v1^1[34-0],T,[35-0],36,34,35,34,v1^1[35-0],,v1^1v2^1[35-0],,,,
[36-0],B,[36-0],36,36,36,36,[37-0],,v2^1[37-0],,,,
v1^3[1-4],T,v1^2[2-7],37,3,19,1,v1^3[2-7],,v1^3v2^1[2-7],,,v1^3[2-10]+v1^33[2-0],
v1^15v2^1[1-0],T,v1^14v2^1[2-0],37,16,19,1,v1^15v2^1[2-0]+v1^18[2-0],,,,,,
v1^18[1-0],B,v1^18[1-0],37,19,19,1,v1^18[2-0],,v1^18v2^1[2-0],,,,
[3-7],B,[3-7],37,3,20,3,v1^2[4-4],[4-7],v1^2v2^1[4-4]+v1^20[4-0],,,,
v2^1[3-5],B,v2^1[3-5],37,4,20,3,v1^14v2^1[4-0],,,,,,v2^1[4-23]
v1^2[3-6],B,v1^2[3-6],37,5,20,3,v1^2[4-4],,v1^2v2^1[4-4]+v1^20[4-0],,,v1^2[4-11]+v1^32[4-0],
v1^2v3^1[3-3],T,v1^2[4-3],37,5,20,3,v1^14v2^1[4-0],,,,,,v1^2v3^1[4-18]+v1^45v2^1[4-0]+v1^48[4-0]
v1^14v2^1[3-0],B,v1^14v2^1[3-0],37,18,20,3,v1^14v2^1[4-0],,,,,,
v1^17[3-0],T,v1^16[4-0],37,19,20,3,v1^17[4-0],,v1^17v2^1[4-0]+v1^20[4-0],,,,
v1^1[5-5],T,[6-4],37,5,21,5,v1^1[6-4],,v1^1v2^1[6-4],,,,
v1^13v2^1[5-0],T,v1^12v2^1[6-0],37,18,21,5,v1^13v2^1[6-0]+v1^16[6-0],,,,,,
v1^16[5-0],B,v1^16[5-0],37,21,21,5,v1^16[6-0],,v1^16v2^1[6-0],,,,
[7-2],B,[7-2],37,7,22,7,[8-1],,v2^1[8-1]+v1^18[8-0],,,,
v1^1v2^1[7-1],B,v1^1v2^1[7-1],37,9,22,7,,,,v1^3[8-1]+v1^18[8-0],,,v1^1v2^1[8-19]
v1^12v2^1[7-0],B,v1^12v2^1[7-0],37,20,22,7,v1^12v2^1[8-0],,,,,,
v1^15[7-0],T,v1^14[8-0],37,21,22,7,v1^15[8-0],,v1^15v2^1[8-0]+v1^18[8-0],,,,
v1^11v2^1[9-0],T,v1^10v2^1[10-0],37,20,23,9,v1^11v2^1[10-0]+v1^14[10-0],,,,,,
v1^14[9-0],B,v1^14[9-0],37,23,23,9,v1^14[10-0],,v1^14v2^1[10-0],,,,
v1^10v2^1[11-0],B,v1^10v2^1[11-0],37,22,24,11,v1^10v2^1[12-0],,,,,,
v1^13[11-0],T,v1^12[12-0],37,23,24,11,v1^13[12-0],,v1^13v2^1[12-0]+v1^16[12-0],,,,
v1^9v2^1[13-0],T,v1^8v2^1[14-0],37,22,25,13,v1^9v2^1[14-0]+v1^12[14-0],,,,,,
v1^12[13-0],B,v1^12[13-0],37,25,25,13,v1^12[14-0],,v1^12v2^1[14-0],,,,
v1^8v2^1[15-0],B,v1^8v2^1[15-0],37,24,26,15,v1^8v2^1[16-0],,,,,,
v1^11[15-0],T,v1^10[16-0],37,25,26,15,v1^11[16-0],,v1^11v2^1[16-0]+v1^14[16-0],,,,
v1^7v2^1[17-0],T,v1^6v2^1[18-0],37,24,27,17,v1^7v2^1[18-0]+v1^10[18-0],,,,,,
v1^10[17-0],B,v1^10[17-0],37,27,27,17,v1^10[18-0],,v1^10v2^1[18-0],,,,
v1^6v2^1[19-0],B,v1^6v2^1[19-0],37,26,28,19,v1^6v2^1[20-0],,,,,,
v1^9[19-0],T,v1^8[20-0],37,27,28,19,v1^9[20-0],,v1^9v2^1[20-0]+v1^12[20-0],,,,
v1^5v2^1[21-0],T,v1^4v2^1[22-0],37,26,29,21,v1^5v2^1[22-0]+v1^8[22-0],,,,,,
v1^8[21-0],B,v1^8[21-0],37,29,29,21,v1^8[22-0],,v1^8v2^1[22-0],,,,
v1^4v2^1[23-0],B,v1^4v2^1[23-0],37,28,30,23,v1^4v2^1[24-0],,,,,,
v1^7[23-0],T,v1^6[24-0],37,29,30,23,v1^7[24-0],,v1^7v2^1[24-0]+v1^10[24-0],,,,
v1^3v2^1[25-0],T,v1^2v2^1[26-0],37,28,31,25,v1^3v2^1[26-0]+v1^6[26-0],,,,,,
v1^6[25-0],B,v1^6[25-0],37,31,31,25,v1^6[26-0],,v1^6v2^1[26-0],,,,
v1^2v2^1[27-0],B,v1^2v2^1[27-0],37,30,32,27,v1^2v2^1[28-0],,,,,,
v1^5[27-0],T,v1^4[28-0],37,31,32,27,v1^5[28-0],,v1^5v2^1[28-0]+v1^8[28-0],,,,
v1^1v2^1[29-0],T,v2^1[30-0],37,30,33,29,v1^1v2^1[30-0]+v1^4[30-0],,,,,,
v1^4[29-0],B,v1^4[29-0],37,33,33,29,v1^4[30-0],,v1^4v2^1[30-0],,,,
v2^1[31-0],B,v2^1[31-0],37,32,34,31,v2^1[32-0],,,,,,
v1^3[31-0],T,v1^2[32-0],37,33,34,31,v1^3[32-0],,v1^3v2^1[32-0]+v1^6[32-0],,,,
v1^2[33-0],B,v1^2[33-0],37,35,35,33,v1^2[34-0],,v1^2v2^1[34-0],,,,
v1^1[35-0],T,[36-0],37,35,36,35,v1^1[36-0],,v1^1v2^1[36-0]+v1^4[36-0],,,,
[37-0],B,[37-0],37,37,37,37,,,,,,,
v1^19[0-0],T,v1^18[1-0],38,18,19,0,v1^19[1-0],,v1^19v2^1[1-0],,,,
v2^1[2-7],T,[3-7],38,2,20,2,v1^15v2^1[3-0]+v2^1[3-6],v1^1[3-8]+v1^19[3-0]+v1^4[3-6],,v2^7[3-0]+v2^2[3-6],,v1^3[3-11]+v1^33[3-0]+v2^1[3-11],
[2-9],T,v2^1[3-5],38,3,20,2,v1^3[3-6]+v1^15v2^1[3-0]+[3-8]+v2^1[3-6],,v3^3[3-0]+v1^3v2^1[3-6]+v1^21[3-0]+[3-10]+v2^2[3-6],v3^3[3-0]+[3-10]+v2^2[3-6]+v1^6[3-6],,v1^3[3-11]+v1^33[3-0]+v2^1[3-11],
v1^3[2-7],T,v1^2[3-6],38,4,20,2,v1^3[3-6],,v1^3v2^1[3-6]+v1^21[3-0]+v1^6[3-6],,,v1^3[3-11]+v1^33[3-0],
v1^2v3^2[2-1],B,v1^2v3^2[2-1],38,6,20,2,v1^18[3-0],,v1^18v2^1[3-0],,,,v1^2v3^2[3-14]+v1^46v2^1[3-0]
v2^6[2-0],B,v2^6[2-0],38,8,20,2,v2^6[3-0]+v1^18[3-0],v1^1v2^6[3-0]+v1^16v2^1[3-0],,v2^7[3-0],,,v2^6[3-13]+v1^46v2^1[3-0]
v1^15v2^1[2-0],T,v1^14v2^1[3-0],38,17,20,2,v1^15v2^1[3-0]+v1^18[3-0],,v1^18v2^1[3-0],,,,
v1^18[2-0],B,v1^18[2-0],38,20,20,2,v1^18[3-0],,v1^18v2^1[3-0],,,,
v1^2[4-4],B,v1^2[4-4],38,6,21,4,v1^2[5-5],,v1^2v2^1[5-5]+v1^20[5-0],,,,
v1^14v2^1[4-0],B,v1^14v2^1[4-0],38,19,21,4,v1^14v2^1[5-0],,,,,,
v1^17[4-0],T,v1^16[5-0],38,20,21,4,v1^17[5-0],,v1^17v2^1[5-0],,,,
[6-5],B,[6-5],38,6,22,6,v1^16[7-0],[7-4]+v1^2[7-2]+v1^14v2^1[7-0],v1^16v2^1[7-0],,,,[7-21]+v2^2[7-17]+v1^44v2^1[7-0]
v1^1[6-4],T,[7-2],38,6,22,6,v1^1[7-2],,v1^1v2^1[7-2]+v1^19[7-0],,,,
v2^2[6-1],T,v1^1v2^1[7-1],38,8,22,6,,v2^2[7-1]+v1^2[7-2]+v1^14v2^1[7-0],,,,,v1^1v3^2[7-10]+v1^1v3^2v4^1[7-4]+v2^2[7-17]
v1^13v2^1[6-0],T,v1^12v2^1[7-0],38,19,22,6,v1^13v2^1[7-0]+v1^16[7-0],,v1^16v2^1[7-0],,,,
v1^16[6-0],B,v1^16[6-0],38,22,22,6,v1^16[7-0],,v1^16v2^1[7-0],,,,
[8-1],B,[8-1],38,8,23,8,,,v1^1[9-1],,,,
v1^12v2^1[8-0],B,v1^12v2^1[8-0],38,21,23,8,v1^12v2^1[9-0],,,,,,
v1^15[8-0],T,v1^14[9-0],38,22,23,8,v1^15[9-0],,v1^15v2^1[9-0],,,,
v1^11v2^1[10-0],T,v1^10v2^1[11-0],38,21,24,10,v1^11v2^1[11-0]+v1^14[11-0],,v1^14v2^1[11-0],,,,
v1^14[10-0],B,v1^14[10-0],38,24,24,10,v1^14[11-0],,v1^14v2^1[11-0],,,,
v1^10v2^1[12-0],B,v1^10v2^1[12-0],38,23,25,12,v1^10v2^1[13-0],,,,,,
v1^13[12-0],T,v1^12[13-0],38,24,25,12,v1^13[13-0],,v1^13v2^1[13-0],,,,
v1^9v2^1[14-0],T,v1^8v2^1[15-0],38,23,26,14,v1^9v2^1[15-0]+v1^12[15-0],,v1^12v2^1[15-0],,,,
v1^12[14-0],B,v1^12[14-0],38,26,26,14,v1^12[15-0],,v1^12v2^1[15-0],,,,
v1^8v2^1[16-0],B,v1^8v2^1[16-0],38,25,27,16,v1^8v2^1[17-0],,,,,,
v1^11[16-0],T,v1^10[17-0],38,26,27,16,v1^11[17-0],,v1^11v2^1[17-0],,,,
v1^7v2^1[18-0],T,v1^6v2^1[19-0],38,25,28,18,v1^7v2^1[19-0]+v1^10[19-0],,v1^10v2^1[19-0],,,,
v1^10[18-0],B,v1^10[18-0],38,28,28,18,v1^10[19-0],,v1^10v2^1[19-0],,,,
v1^6v2^1[20-0],B,v1^6v2^1[20-0],38,27,29,20,v1^6v2^1[21-0],,,,,,
v1^9[20-0],T,v1^8[21-0],38,28,29,20,v1^9[21-0],,v1^9v2^1[21-0],,,,
v1^5v2^1[22-0],T,v1^4v2^1[23-0],38,27,30,22,v1^5v2^1[23-0]+v1^8[23-0],,v1^8v2^1[23-0],,,,
v1^8[22-0],B,v1^8[22-0],38,30,30,22,v1^8[23-0],,v1^8v2^1[23-0],,,,
v1^4v2^1[24-0],B,v1^4v2^1[24-0],38,29,31,24,v1^4v2^1[25-0],,,,,,
v1^7[24-0],T,v1^6[25-0],38,30,31,24,v1^7[25-0],,v1^7v2^1[25-0],,,,
v1^3v2^1[26-0],T,v1^2v2^1[27-0],38,29,32,26,v1^3v2^1[27-0]+v1^6[27-0],,v1^6v2^1[27-0],,,,
v1^6[26-0],B,v1^6[26-0],38,32,32,26,v1^6[27-0],,v1^6v2^1[27-0],,,,
v1^2v2^1[28-0],B,v1^2v2^1[28-0],38,31,33,28,v1^2v2^1[29-0],,,,,,
v1^5[28-0],T,v1^4[29-0],38,32,33,28,v1^5[29-0],,v1^5v2^1[29-0],,,,
v1^1v2^1[30-0],T,v2^1[31-0],38,31,34,30,v1^1v2^1[31-0]+v1^4[31-0],,v1^4v2^1[31-0],,,,
v1^4[30-0],B,v1^4[30-0],38,34,34,30,v1^4[31-0],,v1^4v2^1[31-0],,,,
v2^1[32-0],B,v2^1[32-0],38,33,35,32,v2^1[33-0],,,,,,
v1^3[32-0],T,v1^2[33-0],38,34,35,32,v1^3[33-0],,v1^3v2^1[33-0],,,,
v1^2[34-0],B,v1^2[34-0],38,36,36,34,v1^2[35-0],,v1^2v2^1[35-0],,,,
v1^1[36-0],T,[37-0],38,36,37,36,v1^1[37-0],,v1^1v2^1[37-0],,,,
[38-0],B,[38-0],38,38,38,38,,,,,,,
v2^6[1-1],T,v2^6[2-0],39,7,20,1,v1^1v2^6[2-0],v2^6[2-1]+v1^17v2^1[2-0],v1^19v2^1[2-0]+v1^22[2-0],v1^7[2-7]+v1^22[2-0],,,v2^6[2-12]+v1^47v2^1[2-0]
v1^16v2^1[1-0],B,v1^16v2^1[1-0],39,18,20,1,v1^16v2^1[2-0],,,,,,
v1^19[1-0],T,v1^18[2-0],39,19,20,1,v1^19[2-0],,v1^19v2^1[2-0]+v1^22[2-0],,,,
[3-8],B,[3-8],39,3,21,3,[4-7],,,v2^2[4-4],,,
v2^1[3-6],B,v2^1[3-6],39,4,21,3,v2^1[4-4]+v1^18[4-0],,,v2^2[4-4],,v2^1[4-11]+v1^6v2^3[4-6]+v1^30v2^1[4-0],
v1^3[3-6],T,v1^2[4-4],39,5,21,3,v1^3[4-4],,v1^3v2^1[4-4],,,,
v2^6[3-0],B,v2^6[3-0],39,9,21,3,v1^18[4-0],,v1^18v2^1[4-0],v1^6[4-4],,,v2^6[4-12]+v1^46v2^1[4-0]
v1^15v2^1[3-0],T,v1^14v2^1[4-0],39,18,21,3,v1^15v2^1[4-0]+v1^18[4-0],,,,,,
v1^18[3-0],B,v1^18[3-0],39,21,21,3,v1^18[4-0],,v1^18v2^1[4-0],,,,
[5-6],B,[5-6],39,5,22,5,[6-6]+v1^14v2^1[6-0],,[6-7]+v1^20[6-0],[6-7]+v1^2v2^1[6-4],,,[6-25]
v2^1[5-3],T,[6-5],39,5,22,5,v1^17[6-0]+v1^14v2^1[6-0],v1^1[6-6]+v1^3[6-4]+v1^15v2^1[6-0]+v1^18[6-0],v1^17v2^1[6-0]+v1^20[6-0],,,,v2^1[6-22]+v1^45v2^1[6-0]
v1^2[5-5],B,v1^2[5-5],39,7,22,5,v1^2[6-4],,v1^2v2^1[6-4]+v1^20[6-0],,,,
v1^14v2^1[5-0],B,v1^14v2^1[5-0],39,20,22,5,v1^14v2^1[6-0],,,,,,
v1^17[5-0],T,v1^16[6-0],39,21,22,5,v1^17[6-0],,v1^17v2^1[6-0]+v1^20[6-0],,,,
[7-3],B,[7-3],39,7,23,7,,[8-2]+v1^14v2^1[8-0],,v1^1v2^1[8-1]+v1^16v2^1[8-0],v2^2[8-2]+v1^20v2^1[8-0],,[8-21]+v1^44v2^1[8-0]
v1^1[7-2],T,[8-1],39,7,23,7,v1^1[8-1],,v1^1v2^1[8-1],,,,
v1^13v2^1[7-0],T,v1^12v2^1[8-0],39,20,23,7,v1^13v2^1[8-0]+v1^16[8-0],,,,,,
v1^16[7-0],B,v1^16[7-0],39,23,23,7,v1^16[8-0],,v1^16v2^1[8-0],,,,
v1^12v2^1[9-0],B,v1^12v2^1[9-0],39,22,24,9,v1^12v2^1[10-0],,,,,,
v1^15[9-0],T,v1^14[10-0],39,23,24,9,v1^15[10-0],,v1^15v2^1[10-0]+v1^18[10-0],,,,
v1^11v2^1[11-0],T,v1^10v2^1[12-0],39,22,25,11,v1^11v2^1[12-0]+v1^14[12-0],,,,,,
v1^14[11-0],B,v1^14[11-0],39,25,25,11,v1^14[12-0],,v1^14v2^1[12-0],,,,
v1^10v2^1[13-0],B,v1^10v2^1[13-0],39,24,26,13,v1^10v2^1[14-0],,,,,,
v1^13[13-0],T,v1^12[14-0],39,25,26,13,v1^13[14-0],,v1^13v2^1[14-0]+v1^16[14-0],,,,
v1^9v2^1[15-0],T,v1^8v2^1[16-0],39,24,27,15,v1^9v2^1[16-0]+v1^12[16-0],,,,,,
v1^12[15-0],B,v1^12[15-0],39,27,27,15,v1^12[16-0],,v1^12v2^1[16-0],,,,
v1^8v2^1[17-0],B,v1^8v2^1[17-0],39,26,28,17,v1^8v2^1[18-0],,,,,,
v1^11[17-0],T,v1^10[18-0],39,27,28,17,v1^11[18-0],,v1^11v2^1[18-0]+v1^14[18-0],,,,
v1^7v2^1[19-0],T,v1^6v2^1[20-0],39,26,29,19,v1^7v2^1[20-0]+v1^10[20-0],,,,,,
v1^10[19-0],B,v1^10[19-0],39,29,29,19,v1^10[20-0],,v1^10v2^1[20-0],,,,
v1^6v2^1[21-0],B,v1^6v2^1[21-0],39,28,30,21,v1^6v2^1[22-0],,,,,,
v1^9[21-0],T,v1^8[22-0],39,29,30,21,v1^9[22-0],,v1^9v2^1[22-0]+v1^12[22-0],,,,
v1^5v2^1[23-0],T,v1^4v2^1[24-0],39,28,31,23,v1^5v2^1[24-0]+v1^8[24-0],,,,,,
v1^8[23-0],B,v1^8[23-0],39,31,31,23,v1^8[24-0],,v1^8v2^1[24-0],,,,
v1^4v2^1[25-0],B,v1^4v2^1[25-0],39,30,32,25,v1^4v2^1[26-0],,,,,,
v1^7[25-0],T,v1^6[26-0],39,31,32,25,v1^7[26-0],,v1^7v2^1[26-0]+v1^10[26-0],,,,
v1^3v2^1[27-0],T,v1^2v2^1[28-0],39,30,33,27,v1^3v2^1[28-0]+v1^6[28-0],,,,,,
v1^6[27-0],B,v1^6[27-0],39,33,33,27,v1^6[28-0],,v1^6v2^1[28-0],,,,
v1^2v2^1[29-0],B,v1^2v2^1[29-0],39,32,34,29,v1^2v2^1[30-0],,,,,,
v1^5[29-0],T,v1^4[30-0],39,33,34,29,v1^5[30-0],,v1^5v2^1[30-0]+v1^8[30-0],,,,
v1^1v2^1[31-0],T,v2^1[32-0],39,32,35,31,v1^1v2^1[32-0]+v1^4[32-0],,,,,,
v1^4[31-0],B,v1^4[31-0],39,35,35,31,v1^4[32-0],,v1^4v2^1[32-0],,,,
v2^1[33-0],B,v2^1[33-0],39,34,36,33,v2^1[34-0],,,,,,
v1^3[33-0],T,v1^2[34-0],39,35,36,33,v1^3[34-0],,v1^3v2^1[34-0]+v1^6[34-0],,,,
v1^2[35-0],B,v1^2[35-0],39,37,37,35,v1^2[36-0],,v1^2v2^1[36-0],,,,
v1^1[37-0],T,[38-0],39,37,38,37,,,,,,,
v1^1[2-9],T,[3-8],40,2,21,2,v1^1[3-8],,v1^19v2^1[3-0]+v1^4v2^1[3-6],v1^1v2^2[3-6]+v1^7[3-6]+v1^19v2^1[3-0]+v1^4v2^1[3-6],,,
v1^1v2^1[2-7],T,v2^1[3-6],40,3,21,2,v1^1v2^1[3-6]+v1^19[3-0]+v1^4[3-6],,,v1^1v2^2[3-6]+v1^7[3-6]+v1^19v2^1[3-0]+v1^4v2^1[3-6],,v1^1v2^1[3-11]+v1^7v2^2v3^3[3-0],
v1^4[2-7],B,v1^4[2-7],40,6,21,2,v1^4[3-6],,v1^4v2^1[3-6],,,,
v1^1v2^6[2-0],T,v2^6[3-0],40,8,21,2,v1^19[3-0]+v1^1v2^6[3-0],,v1^19v2^1[3-0],v1^7[3-6]+v1^22[3-0],,,v1^1v2^6[3-13]+v1^47v2^1[3-0]+v1^50[3-0]
v1^16v2^1[2-0],B,v1^16v2^1[2-0],40,19,21,2,v1^16v2^1[3-0],,,,,,
v1^19[2-0],T,v1^18[3-0],40,20,21,2,v1^19[3-0],,v1^19v2^1[3-0],,,,
[4-6],B,[4-6],40,4,22,4,[5-7]+v1^18[5-0],,[5-9]+v2^2[5-4]+v2^4[5-1]+v1^18v2^1[5-0],[5-9]+v1^18v2^1[5-0],,,[5-28]
[4-7],B,[4-7],40,4,22,4,,,,,,,
v2^3[4-2],T,[5-6],40,4,22,4,v1^1[5-6]+v1^15v2^1[5-0]+v1^18[5-0],,v1^1[5-8]+v1^3v2^1[5-5]+v1^21[5-0]+v1^18v2^1[5-0],v1^1[5-8]+v1^18v2^1[5-0],,,v2^3[5-20]+v1^49[5-0]+v1^46v2^1[5-0]
v2^1[4-4],B,v2^1[4-4],40,5,22,4,v2^1[5-5]+v1^18[5-0],,v1^18v2^1[5-0],,,v2^1[5-12]+v1^30v2^1[5-0],
v1^3[4-4],T,v1^2[5-5],40,6,22,4,v1^3[5-5],,v1^3v2^1[5-5]+v1^21[5-0],,,,
v1^15v2^1[4-0],T,v1^14v2^1[5-0],40,19,22,4,v1^15v2^1[5-0]+v1^18[5-0],,v1^18v2^1[5-0],,,,
v1^18[4-0],B,v1^18[4-0],40,22,22,4,v1^18[5-0],,v1^18v2^1[5-0],,,,
[6-6],B,[6-6],40,6,23,6,[7-4],,,,,,[7-23]+v1^48[7-0]
v3^1[6-1],T,[7-3],40,6,23,6,v1^17[7-0]+v1^2[7-2]+v1^14v2^1[7-0],v3^1[7-1]+v2^1[7-2]+v1^18[7-0],v1^17v2^1[7-0],,v2^2v3^1[7-1],,v3^1[7-17]+v1^45v2^1[7-0]+v1^48[7-0]
v1^2[6-4],B,v1^2[6-4],40,8,23,6,v1^2[7-2],,,,,,
v1^14v2^1[6-0],B,v1^14v2^1[6-0],40,21,23,6,v1^14v2^1[7-0],,,,,,
v1^17[6-0],T,v1^16[7-0],40,22,23,6,v1^17[7-0],,v1^17v2^1[7-0],,,,
v1^1[8-1],B,v1^1[8-1],40,9,24,8,v1^16[9-0],,v1^16v2^1[9-0],,,,
v1^13v2^1[8-0],T,v1^12v2^1[9-0],40,21,24,8,v1^13v2^1[9-0]+v1^16[9-0],,v1^16v2^1[9-0],,,,
v1^16[8-0],B,v1^16[8-0],40,24,24,8,v1^16[9-0],,v1^16v2^1[9-0],,,,
v1^12v2^1[10-0],B,v1^12v2^1[10-0],40,23,25,10,v1^12v2^1[11-0],,,,,,
v1^15[10-0],T,v1^14[11-0],40,24,25,10,v1^15[11-0],,v1^15v2^1[11-0],,,,
v1^11v2^1[12-0],T,v1^10v2^1[13-0],40,23,26,12,v1^11v2^1[13-0]+v1^14[13-0],,v1^14v2^1[13-0],,,,
v1^14[12-0],B,v1^14[12-0],40,26,26,12,v1^14[13-0],,v1^14v2^1[13-0],,,,
v1^10v2^1[14-0],B,v1^10v2^1[14-0],40,25,27,14,v1^10v2^1[15-0],,,,,,
v1^13[14-0],T,v1^12[15-0],40,26,27,14,v1^13[15-0],,v1^13v2^1[15-0],,,,
v1^9v2^1[16-0],T,v1^8v2^1[17-0],40,25,28,16,v1^9v2^1[17-0]+v1^12[17-0],,v1^12v2^1[17-0],,,,
v1^12[16-0],B,v1^12[16-0],40,28,28,16,v1^12[17-0],,v1^12v2^1[17-0],,,,
v1^8v2^1[18-0],B,v1^8v2^1[18-0],40,27,29,18,v1^8v2^1[19-0],,,,,,
v1^11[18-0],T,v1^10[19-0],40,28,29,18,v1^11[19-0],,v1^11v2^1[19-0],,,,
v1^7v2^1[20-0],T,v1^6v2^1[21-0],40,27,30,20,v1^7v2^1[21-0]+v1^10[21-0],,v1^10v2^1[21-0],,,,
v1^10[20-0],B,v1^10[20-0],40,30,30,20,v1^10[21-0],,v1^10v2^1[21-0],,,,
v1^6v2^1[22-0],B,v1^6v2^1[22-0],40,29,31,22,v1^6v2^1[23-0],,,,,,
v1^9[22-0],T,v1^8[23-0],40,30,31,22,v1^9[23-0],,v1^9v2^1[23-0],,,,
v1^5v2^1[24-0],T,v1^4v2^1[25-0],40,29,32,24,v1^5v2^1[25-0]+v1^8[25-0],,v1^8v2^1[25-0],,,,
v1^8[24-0],B,v1^8[24-0],40,32,32,24,v1^8[25-0],,v1^8v2^1[25-0],,,,
v1^4v2^1[26-0],B,v1^4v2^1[26-0],40,31,33,26,v1^4v2^1[27-0],,,,,,
v1^7[26-0],T,v1^6[27-0],40,32,33,26,v1^7[27-0],,v1^7v2^1[27-0],,,,
v1^3v2^1[28-0],T,v1^2v2^1[29-0],40,31,34,28,v1^3v2^1[29-0]+v1^6[29-0],,v1^6v2^1[29-0],,,,
v1^6[28-0],B,v1^6[28-0],40,34,34,28,v1^6[29-0],,v1^6v2^1[29-0],,,,
v1^2v2^1[30-0],B,v1^2v2^1[30-0],40,33,35,30,v1^2v2^1[31-0],,,,,,
v1^5[30-0],T,v1^4[31-0],40,34,35,30,v1^5[31-0],,v1^5v2^1[31-0],,,,
v1^1v2^1[32-0],T,v2^1[33-0],40,33,36,32,v1^1v2^1[33-0]+v1^4[33-0],,v1^4v2^1[33-0],,,,
v1^4[32-0],B,v1^4[32-0],40,36,36,32,v1^4[33-0],,v1^4v2^1[33-0],,,,
v2^1[34-0],B,v2^1[34-0],40,35,37,34,v2^1[35-0],,,,,,
v1^3[34-0],T,v1^2[35-0],40,36,37,34,v1^3[35-0],,v1^3v2^1[35-0],,,,
